regression_R2_english_from_math_science,regression_MSE_english_from_math_science,classification_report
-0.0028748583573949826,197.90579616696417,"              precision    recall  f1-score   support

           A       1.00      0.69      0.81        16
           B       0.87      0.90      0.89       120
           C       0.89      0.93      0.91       213
           D       0.95      0.91      0.93       131
           F       1.00      0.85      0.92        20

    accuracy                           0.91       500
   macro avg       0.94      0.86      0.89       500
weighted avg       0.91      0.91      0.91       500
"
